Voltage_1,Voltage_2,Voltage_3,Voltage_4,Voltage_5,Voltage_6,Voltage_7,Voltage_8,Voltage_9,Voltage_10,Voltage_11,Voltage_12,Voltage_13,Voltage_14,Voltage_15,Voltage_16,Voltage_17,Voltage_18,Voltage_19,Voltage_20,Voltage_21,Voltage_22,Voltage_23,Voltage_24,Voltage_25,Voltage_26,Voltage_27,Voltage_28,Voltage_29,Voltage_30,Voltage_31,Voltage_32,Voltage_33,Voltage_34,Voltage_35,Voltage_36,Voltage_37,Voltage_38,Voltage_39,Voltage_40,Voltage_41,Voltage_42,Voltage_43,Voltage_44,Voltage_45,Voltage_46,Voltage_47,Voltage_48,Voltage_49,Voltage_50,Voltage_51,Voltage_52,Voltage_53,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,Temperature_6,Temperature_7,Temperature_8,Temperature_9,Temperature_10,Temperature_11,Temperature_12,Temperature_13,Temperature_14,Temperature_15,Temperature_16,Temperature_17,Temperature_18,Temperature_19,Temperature_20,Temperature_21,Temperature_22,Temperature_23,Temperature_24,Temperature_25,Temperature_26,Temperature_27,Temperature_28,Temperature_29,Temperature_30,Temperature_31,Temperature_32,Temperature_33,Temperature_34,Temperature_35,Temperature_36,Temperature_37,Temperature_38,Temperature_39,Temperature_40,Temperature_41,Temperature_42,Temperature_43,Temperature_44,Temperature_45,Temperature_46,Temperature_47,Temperature_48,Temperature_49,Temperature_50,Temperature_51,Temperature_52,Temperature_53,Ref_1,Ref_2,Ref_3,Ref_1,Ref_2,Ref_3
1.4509211466647685,1.5050276062451302,1.4997489272616804,1.5002961074002088,1.4903824907727539,1.4914446639828385,1.4878075254149734,1.4903503037057817,1.4516292621381581,1.5041907425038517,1.4982361351139843,1.4960796016268432,1.4891593822278082,1.4894812528975307,1.4872603452764452,1.4885800150223076,1.4533995508216322,1.510274098161608,1.5003604815341531,1.4982683221809565,1.4907365485094488,1.4920884053222836,1.491380289848894,1.4915090381167828,1.4535926732234656,1.4560067032463848,1.4520476940087974,1.4400741050951182,1.440299414563924,1.4403316016308962,1.4395591120235622,1.4956289826892317,1.4969808395020663,1.4913481027819215,1.480179190542549,1.4811448025517167,1.482206975761801,1.4836875808425247,1.513170934189111,1.5094372344203293,1.5065403983928263,1.4948243060149253,1.496047414559871,1.495918666291982,1.496819904167205,1.4465437055565418,1.5074738233350218,1.499716740194708,1.4965302205644548,1.4890950080938636,1.4898031235672533,1.4867775392718614,1.4886443891562522,28.27797779459663,28.591535046964058,28.560944095513577,28.564115108773688,28.50666380970815,28.512819306036604,28.49174139436645,28.506477279516382,28.282081458815597,28.586685261978005,28.55217717650033,28.539679653651657,28.499575662420845,28.501440964338556,28.488570381106342,28.49621811896896,28.292340619363014,28.62193946822277,28.56448816915723,28.5523637066921,28.508715641817634,28.516549909872026,28.51244624565306,28.513192366420142,28.293459800513638,28.30744956489648,28.28450635130862,28.215117119969726,28.216422831312123,28.216609361503895,28.212132636901387,28.53706823096686,28.54490249902125,28.512259715461287,28.447533738916675,28.453129644669808,28.45928514099826,28.467865529819736,28.63872718548218,28.617089683236717,28.600301965977305,28.53240497617258,28.539493123459884,28.5387470026928,28.543969848062396,28.25260968851574,28.605711341538672,28.560757565321808,28.542291076336454,28.4992026020373,28.503306266256267,28.485772428229772,28.496591179352507,27.158796643969275,28.1089814408519,28.402393432508035,1.2577987448312342,1.4217596639879049,1.472389920335263
1.459418532345444,1.5200267794542015,1.5170333822257818,1.526914811786264,1.538598717097193,1.5268182505853474,1.5047057355754077,1.50045704273507,1.4610278856940568,1.5186105485074222,1.5203808371908962,1.5266895023174585,1.5406908764503897,1.5276551143266262,1.5034504399634898,1.4998776755295693,1.475029259826988,1.5354121974669397,1.5405943152494728,1.5530507101677358,1.5621918371878565,1.543104906473309,1.5198658441193402,1.5144584168680013,1.4890950080938636,1.4923459018580616,1.5039976201020182,1.533287851046771,1.5169368210248648,1.4826897817663849,1.4702333868481219,1.5468064191751183,1.5503469965420664,1.568436128180474,1.607833098154515,1.5867505692876875,1.5370215508155525,1.526657315250486,1.5489629526622593,1.5501860612072051,1.5647346154786645,1.590838326793164,1.5742941743694245,1.5362812482751906,1.52614232217893,1.4783767147921025,1.543008345272392,1.543008345272392,1.565281795617193,1.5801522205583751,1.5562372297979892,1.5288138487376273,1.5193186639808118,28.32722176522423,28.678458116329452,28.661110808494726,28.71837557736849,28.786086036981445,28.717815986793177,28.589669745046344,28.565047759732543,28.33654827481279,28.670250787891515,28.68050994843893,28.717069866026094,28.798210499446576,28.72266577177923,28.58239506756727,28.56169021628066,28.417688908233277,28.767619547996095,28.797650908871262,28.869838093086727,28.922812667549756,28.812200263829418,28.677525465370593,28.64618839315303,28.4992026020373,28.518042151406195,28.58556608082738,28.755308555339194,28.660551217919412,28.462083093874828,28.389895909659366,28.83365123588311,28.854169556977944,28.958999524753374,29.187312479481353,29.0651352038712,28.776946057584656,28.71688333583432,28.84614875873178,28.853236906019088,28.93754855269968,29.088824538226145,28.992948019655735,28.772655863173917,28.713898852765983,28.437088048177486,28.811640673254104,28.811640673254104,28.940719565959792,29.026896514558096,28.88830458207208,28.729380858682994,28.674354452110485,27.326300756179837,28.3546417034146,28.55963838417118,1.2867027309723198,1.4641500311903655,1.4995236177928746
1.4744498926214873,1.5442958279512822,1.5405621281825006,1.5562372297979892,1.5732963752932847,1.557235028874129,1.5282988556660713,1.5182886778376996,1.4769926709122956,1.545132691692561,1.5502504353411495,1.561000915709883,1.578349744807929,1.5628999526612462,1.530938195157796,1.5197692829184235,1.4962727240286768,1.5646380542777478,1.576096650119871,1.5941857817582785,1.6061593706719577,1.5829524953849614,1.5494779457338155,1.5395643291063608,1.5232132990844547,1.5247582782991231,1.5426864746026694,1.5775772552005947,1.5595846847631036,1.5178058718331158,1.495918666291982,1.5767082043923437,1.581246580835432,1.606931860279292,1.648260054271668,1.6257934815250337,1.569079869519919,1.550057312939316,1.5784463060088456,1.5813753291033208,1.602554419171065,1.632134333718568,1.6125645969994367,1.5666980265639723,1.5499607517383993,1.4990408117882907,1.5691442436538636,1.5727813822217285,1.6003656986169517,1.6163304838351906,1.5915464422665537,1.557492525409907,1.5407230635173619,28.414331364781393,28.819101880924954,28.797464378679493,28.88830458207208,28.987165583710826,28.894087018016986,28.726396375614655,28.6683854859738,28.42906724993132,28.823951665911004,28.85360996640263,28.91591105045422,29.01645082381891,28.926916331768723,28.741691851339894,28.67696587479528,28.54079883480229,28.936988962124367,29.003393710394924,29.108223678170354,29.17761290950925,29.043124641242194,28.84913324180012,28.791681942734584,28.6969246053148,28.70587805451982,28.809775371336393,29.011974099216403,28.907703722016286,28.665587533097234,28.5387470026928,29.006937784038577,29.03323854107832,29.182089634111758,29.42159440034601,29.291396326489696,28.962730128588795,28.852490785252,29.017010414394225,29.033984661845405,29.15672152803087,29.328142774268628,29.214732417671723,28.948926894397726,28.851931194676688,28.55684043129461,28.96310318897234,28.984181100642488,29.144037474990427,29.236556450108957,29.092928202445115,28.895579259551155,28.79839702963835,27.457991071570323,28.466000227902022,28.66633365386432,1.3094268002547325,1.4833657101728022,1.5179346201010049
1.481209176685661,1.5527610265649856,1.5490595138631762,1.5628677655942738,1.578124435339123,1.5643483706749977,1.5381159110926093,1.5274298048578203,1.4838807032443584,1.5543703799135984,1.5596490588970482,1.5702386039309204,1.5847227840684355,1.5690154953859747,1.539854012709111,1.5292322806082665,1.5015192159451545,1.572202015016228,1.5831456177867949,1.5993678995408118,1.6106977471150459,1.5897439665161073,1.5584259503521025,1.5473535993136465,1.5308416339568793,1.5333844122476876,1.551183860283345,1.581536264438182,1.5653139826841653,1.5267216893844306,1.5064760242588817,1.5863643244840204,1.5904842690564691,1.6163304838351906,1.655791827943176,1.6324240173213185,1.5795728533528746,1.5612905993126334,1.5886174191720783,1.5934454792179167,1.6149464399553835,1.6417904538102448,1.622188530024141,1.5783175577409565,1.5612262251786888,1.5077956940047443,1.580023472290486,1.585559647809714,1.6124036616645754,1.629108749423176,1.6047753267921507,1.5685970635153352,1.5520207240246235,28.453502705053353,28.868159321360785,28.846708349307093,28.92672980157695,29.01514511247651,28.935310190398425,28.78328808410488,28.72136006043683,28.468984710970364,28.877485830949347,28.908076782399828,28.969445215492563,29.053383801789614,28.962357068205257,28.793360714460526,28.73180575117602,28.571203256060997,28.980823557190604,29.044243822392822,29.138255039045518,29.203913666548992,29.082482511705923,28.90098863511252,28.836822249143218,28.74113226076458,28.75586814591451,28.859019341963993,29.03491731280426,28.940906096151565,28.717256396217863,28.599928905593764,29.062896841569945,29.086772706116662,29.236556450108957,29.465242465220477,29.32982154599457,29.023538971106216,28.91758982218016,29.07595395499393,29.103933483759615,29.228535651862792,29.384101831799995,29.270504945011318,29.016264293627138,28.917216761796617,28.607576643456383,29.026150393791013,29.058233586775664,29.213799766712867,29.310608936242133,29.169592111263086,28.95993217571223,28.863869126950046,27.483172647459437,28.484653247079144,28.695432363780633,1.313772054295987,1.4865844168700277,1.5229558025486767
1.4902859295718371,1.5662152205593884,1.562642456125468,1.5734251235611736,1.5812143937684595,1.5723951374180616,1.551312608551234,1.5394677679054438,1.4930540173314513,1.5687579988501965,1.573103252891451,1.581761573906988,1.5861068279482424,1.5756460311822593,1.5535335161723196,1.5429439711384476,1.507377262134105,1.582019070442766,1.590709578525275,1.6018784907646477,1.6032625346444547,1.590838326793164,1.5675992644391954,1.5556256755255162,1.5369249896146358,1.536184687074274,1.5502182482741773,1.5585225115530192,1.5525035300292074,1.5290069711394607,1.5096947309561073,1.5796694145537913,1.5814718903042375,1.594990458432585,1.6013634976930917,1.5945720265619456,1.5706570358015597,1.5522460334934294,1.5915142551995813,1.5925442413426936,1.6080584076233209,1.6117921073921024,1.60191067783162,1.577770377602428,1.5628677655942738,1.5047057355754077,1.5790256732143462,1.5835640496574341,1.5958595092408359,1.5947973360307515,1.5871046270243823,1.5645736801438033,1.5527288394980132,28.506104219132837,28.94612894152116,28.92542409023455,28.987911704477913,29.03305201088655,28.981942738341232,28.859765462731083,28.79112235215927,28.522145815625166,28.960864826671084,28.9860464025602,29.036223024146658,29.061404600035775,29.000782287710127,28.872636045963297,28.811267612870562,28.60515175096336,29.03771526568083,29.08807841745906,29.152804394003674,29.16082519224984,29.088824538226145,28.95414973976732,28.884760508428425,28.776386467009345,28.772096272598603,28.85342343621086,28.901548225687833,28.866667079826616,28.730500039833622,28.618581924770886,29.02409856168153,29.034544252420716,29.112886932964635,29.149819910935335,29.110462040471607,28.971870107985588,28.865174838292447,29.09274167225334,29.09871063839002,29.188618190823753,29.210255693069215,29.152990924195446,29.013093280367027,28.92672980157695,28.589669745046344,29.020367957846105,29.046668714885847,29.117923248142457,29.111767751814007,29.06718703598068,28.936615901740826,28.867972791169016,27.49734894203405,28.420300330918074,28.686851974959154,1.3162182713858783,1.4754798787645995,1.521475197467953
1.486745352204889,1.5582972020842134,1.5567844099365176,1.567406142037362,1.576354146655649,1.5665049041621386,1.5449073822237551,1.5373756085522472,1.4896100011654199,1.5624493337236345,1.5644449318759144,1.571976705547422,1.5840790427289904,1.5725238856859505,1.5479651535861194,1.5404655669815839,1.5045769873075188,1.5790578602813183,1.5863965115509928,1.5981769780628383,1.6069962344132365,1.59106363626197,1.5665049041621386,1.5562372297979892,1.53669968014583,1.5397896385751664,1.5542738187126814,1.578253183607012,1.564541493076831,1.5315819364972412,1.5146515392698348,1.5919970612041652,1.5955698256380857,1.6168776639737188,1.6499015946872533,1.6292696847580372,1.5843043521977962,1.5692086177878082,1.5947007748298347,1.5986597840674222,1.6168132898397745,1.6377670704387128,1.6211907309480011,1.5837571720592678,1.5692086177878082,1.5105637817643582,1.5872011882252992,1.5937029757536947,1.6144636339507996,1.628078763280064,1.606674363743514,1.5766760173253715,1.5622240242548286,28.485585898038003,28.900242514345436,28.89147559533219,28.953030558616696,29.004885951929094,28.947807713247098,28.822645954568607,28.77899788969414,28.50218708510564,28.924304909083922,28.93586978097374,28.979517845848207,29.04965319795419,28.98268885910832,28.840366322786874,28.79690478810418,28.58892362427926,29.020554488037874,29.063083371761717,29.131353421949985,29.1824626944953,29.090130249568546,28.947807713247098,28.88830458207208,28.775080755666945,28.79298765407698,28.876926240374033,29.015891233243593,28.936429371549053,28.74542245517532,28.647307574303653,29.09553962512991,29.11624447641652,29.239727463369064,29.431107440126347,29.31154158720099,29.05095890929659,28.96347624935588,29.111208161238693,29.13415137482655,29.239354402985526,29.360785557828592,29.26472250906641,29.047787896036475,28.96347624935588,28.62361823994871,29.067746626555998,29.105425725293784,29.225737698986222,29.304639970105455,29.18059739257759,29.006751253846808,28.922999197741525,27.50070648548593,28.493979756667706,28.701028269533765,1.3167976385913789,1.4881937702186405,1.5239214145578444
1.5012617194093765,1.58179376097396,1.5786716154776514,1.5948938972316682,1.6124358487315475,1.5974366755224765,1.5676958256401121,1.5550141212530435,1.5048988579772413,1.5843687263317405,1.5908061397261917,1.6030050381086767,1.6213194792158903,1.6044534561224282,1.5704639133997262,1.5572028418071568,1.5261101351119577,1.6053225069306791,1.619291693996638,1.6374773868359624,1.650609710160643,1.6271131512708963,1.5928017378784716,1.5785428672097623,1.5653783568181097,1.5679533221758901,1.5887783545069396,1.6224460265599192,1.604678765591234,1.5626746431924403,1.5391458972357213,1.6195813775993884,1.6244738117791713,1.6533134237863123,1.6958647263236344,1.6720784838311373,1.6144636339507996,1.5931557956151665,1.621416040416807,1.6270165900699793,1.6514143868349493,1.6808977401815355,1.6595255277119576,1.611856481526047,1.5920292482711376,1.5315819364972412,1.6118242944590748,1.6201929318718613,1.6479381836019455,1.6665101212449371,1.6409857771359384,1.6022003614343703,1.5826306247152389,28.569711014526824,29.03640955433843,29.018316125736625,29.11232734238932,29.213986296904636,29.127063227539246,28.954709330342634,28.881216434784772,28.59078892619697,29.051331969680128,29.088638008034373,29.15933295071567,29.265468629833496,29.167726809345375,28.97075092683496,28.893900487825213,28.71371232257421,29.172763124523197,29.253717227751906,29.35910678610265,29.435211104345314,29.299044064352316,29.10020287992419,29.017570004969535,28.941279156535106,28.956201571876804,29.076886605952787,29.27199718654549,29.16903252068777,28.925610620426323,28.78925705024156,29.255395999477848,29.283748588627077,29.450879640454094,29.697472553975654,29.559626742256718,29.225737698986222,29.102254712033677,29.26602822040881,29.298484473777002,29.439874359139594,29.610736014802036,29.48687996746594,29.210628753452756,29.09572615532168,28.74542245517532,29.210442223260983,29.258940073121504,29.4197290984283,29.5273570190803,29.379438577005715,29.15466969592139,29.041259339324483,27.622137640329,28.59657136214188,28.80492558635034,1.3377514191903175,1.5058966570533812,1.5418496108613908
1.5124628187157214,1.5958273221738637,1.5919970612041652,1.6082515300251543,1.631490592379123,1.6181973337195814,1.5834996755234898,1.5680820704437792,1.5146515392698348,1.6004944468848408,1.6046143914572895,1.6168132898397745,1.6401167263276875,1.6253106755204498,1.5871368140913547,1.572073266748339,1.5353800103999675,1.619291693996638,1.6310077863745391,1.6483888025395572,1.6660273152403533,1.6482922413386405,1.6082837170921267,1.5905164561234415,1.5902589595876635,1.588713980372995,1.6100540057756008,1.652251250576228,1.6417582667432726,1.589840527717024,1.5606146709062159,1.6418870150111615,1.6433032459579409,1.6714347424916922,1.7211959480307997,1.7053599110804498,1.639022366050631,1.612983028870076,1.6400201651267707,1.6428848140873016,1.6670573013834655,1.7010468441061675,1.6858223614282906,1.6322952690534294,1.6081871558912098,1.5439739572815596,1.6253106755204498,1.6329390103928745,1.6586242898367345,1.6812517979182302,1.6626154861412943,1.6198388741351664,1.59663199884817,28.63462352126321,29.117736717950685,29.09553962512991,29.189737371974378,29.324412170433202,29.247375201231687,29.04629565450231,28.956947692643887,28.647307574303653,29.144783595757513,29.16865946030423,29.239354402985526,29.37440226182789,29.288598373613127,29.067373566172456,28.98007743642352,28.767433017804322,29.253717227751906,29.321614217556636,29.422340521113096,29.52455906620373,29.421780930537786,29.18992390216615,29.08695923630843,29.085466994774265,29.07651354556924,29.200183062713567,29.444724144125644,29.383915301608226,29.083042102281237,28.913672688152964,29.38466142237531,29.392868750813243,29.555896138421293,29.844271814899606,29.752498960548166,29.36806023530767,29.21715731016475,29.37384267125258,29.390443858320218,29.530528032340406,29.72750391485082,29.639275134143034,29.329075425227483,29.189364311590836,28.817236579007243,29.288598373613127,29.33280602906291,29.481657122096344,29.612787846911516,29.504786865875978,29.25688824101202,29.122399972744965,27.725475366570258,28.682002189973105,28.872262985579752,1.355583054292947,1.5206383337266742,1.553469142038375
1.518320864904672,1.6054834422655404,1.6001082020811737,1.6142705115489662,1.6379280057735741,1.6316837147809564,1.596245754044503,1.5784784930758178,1.521121139731258,1.6106977471150459,1.611985229793936,1.622574774827808,1.6456850889138877,1.6396017332561315,1.6006875692866742,1.5825984376482665,1.541753049660474,1.6287868787534534,1.6359324076212942,1.6511890773661435,1.670758814085275,1.6602336431853473,1.6210941697470844,1.6016209942288697,1.6140773891471327,1.6055800034664571,1.6264694099314512,1.6695035184733569,1.6688597771339118,1.61703859930858,1.582019070442766,1.6592358441092074,1.6535387332551181,1.6790952644310893,1.7278586708940566,1.7260561951436102,1.6577552390284835,1.6275637702085077,1.6539249780587852,1.650867206696421,1.6736234630458058,1.7070336385630072,1.6998559226281942,1.6474553775973617,1.6214482274837791,1.555850984994322,1.637026767898351,1.6408570288680493,1.662325802538544,1.685500490758568,1.67568343533203,1.6334540034644305,1.6088630842976273,28.668572016165577,29.173695775482052,29.14254523345626,29.224618517835598,29.361718208787448,29.32553135158383,29.12016161044371,29.017196944585997,28.68480014284967,29.203913666548992,29.211374874219842,29.272743307312574,29.406671985004316,29.37141777875955,29.14590277690814,29.04107280913271,28.80436599577503,29.308743634324422,29.350153336897634,29.438568647797194,29.5519790043941,29.490983631684905,29.264162918491095,29.151312152469508,29.22349933668497,29.174255366057366,29.295313460516894,29.54470432691502,29.540973723079595,29.240660114327923,29.03771526568083,29.48520119574,29.452185351796494,29.600290324062847,29.882883564596252,29.872437873857063,29.476620806918522,29.301655487037113,29.45442371409775,29.43670334587948,29.568580191461738,29.76219853052027,29.720602297755285,29.41693114555173,29.266214750600582,28.886066219770825,29.356495363417856,29.378692456238632,29.503108094150036,29.63740983222532,29.580518123735096,29.335790512131247,29.193281445618034,27.816688630346388,28.743370623065836,28.917216761796617,1.3713225300423801,1.5312278787605464,1.5612262251786888
1.524372033495456,1.6143992598168553,1.6053225069306791,1.6183904561214149,1.6409857771359384,1.639569546189159,1.6076399757526816,1.5886496062390507,1.5270435600541532,1.6188732621259987,1.6160408002324402,1.6255681720562278,1.6485175508074463,1.645588527712971,1.6106333729811013,1.5922545577399432,1.546033929567784,1.6371877032332123,1.6382820635102688,1.6518971928395332,1.672786599304527,1.6670894884504377,1.6312974699772895,1.6107621212489902,1.633132132794708,1.6186157655902207,1.6370911420322956,1.678837767895311,1.684985497687012,1.6376061351038516,1.6004944468848408,1.6721428579650819,1.66184299653396,1.6854039295576513,1.7321073637343942,1.735229509230703,1.6730119087733328,1.6412754607386888,1.664997329097241,1.6573368071578443,1.6784837101586163,1.7098339133895935,1.7082245600409807,1.6601692690514027,1.6320699595846235,1.5658933498896659,1.6466507009230553,1.6476806870661675,1.667604481521994,1.690779169742018,1.6840842598117889,1.645588527712971,1.6203860542736948,28.703639692218566,29.225364638602684,29.172763124523197,29.24849438238231,29.379438577005715,29.37123124856778,29.186193298330725,29.076140485185704,28.719121698135577,29.25129233525888,29.234877678383015,29.2900906151473,29.423086641880182,29.406112394429,29.203540606165447,29.09703186666408,28.8291745112806,29.35742801437671,29.36377004089693,29.44267231201616,29.563730406475685,29.53071456253218,29.323292989282578,29.204286726932533,29.333925210213536,29.249800093724716,29.356868423801394,29.598798082528674,29.63442534915698,29.359852906869737,29.144783595757513,29.559999802640263,29.500310141273467,29.636850241650006,29.907505549910056,29.925598978511864,29.56503611781808,29.381117348731657,29.518590100067048,29.474195914425497,29.596746250419194,29.778426657204367,29.769100147615806,29.490610571301364,29.327769713885083,28.944263639603445,29.412267890757448,29.41823685689413,29.533699045600518,29.6680007836758,29.629202503787386,29.406112394429,29.26005925427213,27.883279908808717,28.78459379544728,28.94799424343887,1.3828133129514755,1.5383412205614149,1.566537091229111
